address,prices,Rooms,Square_in_m^2,floor,Type,Year,District
 мкр Саялы 36,39 000 000 〒,3, 83.3, 3/5,['монолитный дом'],['2015 г.п.'],['Алатауский р-н']
" мкр Шугыла, Жунисова 14 к16",19 500 000 〒,1, 28, 8/10,['монолитный дом'],['2021 г.п.'],['Наурызбайский р-н']
 мкр Акбулак 69,26 000 000 〒,1, 36, 11/12,['монолитный дом'],['2017 г.п.'],['Алатауский р-н']
 мкр №2 7,31 000 000 〒,3, 59.5, 1/4,['панельный дом'],['1963 г.п.'],['Ауэзовский р-н']
 Жумабаева 85,29 000 000 〒,2, 45, 7/10,['монолитный дом'],['2018 г.п.'],['Жетысуский р-н']
 мкр Алмагуль 23 — Жарокова Дунаевского,50 000 000 〒,2, 60, 8/9,['панельный дом'],['1982 г.п.'],['Бостандыкский р-н']
 мкр Думан-2 9,90 000 000 〒,4, 129.8, 3/5,['монолитный дом'],['2009 г.п.'],['Медеуский р-н']
 Тянь-Шанская 7 — Парк Горького,76 300 000 〒,3, 86.9, 1/10,['монолитный дом'],['2021 г.п.'],['Медеуский р-н']
" мкр Шугыла, Жунисова 10 к1",22 999 999 〒,1, 43,,['монолитный дом'],['2020 г.п.'],['Наурызбайский р-н']
 мкр №10 А 8б,24 000 000 〒,2, 42.4, 4/4,['панельный дом'],['1968 г.п.'],['Ауэзовский р-н']
 мкр Аксай-3 15,35 500 000 〒,3, 60, 2/5,['панельный дом'],['1983 г.п.'],['Ауэзовский р-н']
" мкр Саялы, Мкр. Саялы 128",36 000 000 〒,2, 68, 4/5,['монолитный дом'],['2018 г.п.'],['Алатауский р-н']
 мкр Шугыла — Рядом с проспектом Алатау,23 000 000 〒,1, 38.4, 8/9,['монолитный дом'],['2020 г.п.'],['Наурызбайский р-н']
 Утепова,34 995 000 〒,1, 41, 1/5,['кирпичный дом'],['1971 г.п.'],['Бостандыкский р-н']
 Жарокова — Сатпаева,27 500 000 〒,1, 33, 4/4,['панельный дом'],['1976 г.п.'],['Бостандыкский р-н']
 мкр Жулдыз-1,49 000 000 〒,3, 94.7, 7/9,['монолитный дом'],['2007 г.п.'],['Турксибский р-н']
" мкр Тастак-2, Туркебаева 63",45 000 000 〒,3, 74, 9/9,['панельный дом'],['1986 г.п.'],['Алмалинский р-н']
" мкр Саялы 5 — Школа, автоцон",38 000 000 〒,3, 75, 3/5,['монолитный дом'],['2015 г.п.'],['Алатауский р-н']
 мкр №5 — Абая Алтынсарина,29 500 000 〒,2, 43, 4/5,['панельный дом'],['1966 г.п.'],['Ауэзовский р-н']
 мкр Нуркент (Алгабас-1) 14,24 000 000 〒,1, 43, 7/14,['монолитный дом'],['2017 г.п.'],['Алатауский р-н']
 мкр №7 4 — Абая-Алтынсарина,12 500 000 〒,1, 18, 4/4,['панельный дом'],['1970 г.п.'],['Ауэзовский р-н']
 Тажибаевой 157/2,106 651 000 〒,4, 100, 3/12,['монолитный дом'],['2019 г.п.'],['Бостандыкский р-н']
 мкр №10 13 — Шаляпина Берегового,32 000 000 〒,3, 57, 2/4,['панельный дом'],['1966 г.п.'],['Ауэзовский р-н']
" мкр Кокжиек, Мкр.Кемел 42/5 — Г.Алматы,Жетысуский район,микрорайон Кемел,улица Жолымбет 42/5",20 580 000 〒,2, 68.6, 9/9,['монолитный дом'],['2023 г.п.'],['Жетысуский р-н']
" мкр Мамыр-7, Шаляпина 21",65 000 000 〒,2, 80.9, 13/13,['монолитный дом'],['2016 г.п.'],['Ауэзовский р-н']
 мкр Калкаман-2 — Ашимова,36 500 000 〒,2, 52, 4/5,['монолитный дом'],['1990 г.п.'],['Наурызбайский р-н']
" мкр Атырау, Мкр. Атырау 158/9 — Напротив Халык Арена",28 000 000 〒,1, 40, 8/9,['монолитный дом'],['2020 г.п.'],['Медеуский р-н']
 мкр №3,35 000 000 〒,3, 58.5, 3/4,['панельный дом'],['1964 г.п.'],['Ауэзовский р-н']
 Арайлы 12,40 000 000 〒,2, 40, 8/8,['монолитный дом'],['2019 г.п.'],['Бостандыкский р-н']
 Казыбек-би 116 — Угол ул. Шарипова,38 000 000 〒,3, 57.7, 3/4,['панельный дом'],['1967 г.п.'],['Алмалинский р-н']
 Сейфуллина 51/20,35 000 000 〒,1, 52, 7/10,['монолитный дом'],['2022 г.п.'],['Турксибский р-н']
" мкр Самгау, Ырысты 46/6 — Рыскулова Петрова",30 000 000 〒,2, 55.5, 4/6,['монолитный дом'],['2022 г.п.'],['Алатауский р-н']
 мкр Калкаман-2,25 500 000 〒,1, 40, 5/12,['монолитный дом'],['2022 г.п.'],['Наурызбайский р-н']
 Молдагалиева 18А — Акан серы,40 000 000 〒,3, 75, 4/5,['кирпичный дом'],['2006 г.п.'],['Турксибский р-н']
 Сейфуллина 574/1 к3 — Аль-Фараби-Сейфуллина,63 000 000 〒,2, 53, 3/21,['монолитный дом'],['2023 г.п.'],['Бостандыкский р-н']
 проспект райымбека 206/15 — напротив трц Максима,46 000 000 〒,3, 70, 4/5,['кирпичный дом'],['1990 г.п.'],['Алмалинский р-н']
 Натарова,19 000 000 〒,1, 30, 2/3,['монолитный дом'],['2019 г.п.'],['Жетысуский р-н']
 мкр Нуркент (Алгабас-1) 73 — Рыскулова Момышұлы,35 500 000 〒,2, 66, 9/9,['монолитный дом'],['2018 г.п.'],['Алатауский р-н']
 Райымбека 590 — Жуалы,16 900 000 〒,1, 33.8, 8/9,['монолитный дом'],['2022 г.п.'],['Наурызбайский р-н']
 Абишева 36/1,41 000 000 〒,2, 57, 10/12,['монолитный дом'],['2019 г.п.'],['Наурызбайский р-н']
 Карасай Батыра 35 — Гагарина - Карасай Батыра,29 000 000 〒,1, 34, 4/5,['панельный дом'],['1978 г.п.'],['Алмалинский р-н']
" мкр Шугыла, Мкр. Шугыла",29 000 000 〒,1, 47.5, 1/10,['монолитный дом'],['2022 г.п.'],['Наурызбайский р-н']
 Шашкина 27,45 000 000 〒,3, 60, 1/4,['панельный дом'],['1972 г.п.'],['Медеуский р-н']
 Шолохова 22 — Шолохова-Толстого,26 000 000 〒,2, 47.2, 2/2,['кирпичный дом'],['1958 г.п.'],['Турксибский р-н']
 мкр Аккент 91,30 000 000 〒,3, 77, 4/9,['Новый дом'],['2022 г.п.'],['Алатауский р-н']
" мкр Курамыс, Акселеу Сейдимбека 110/1",50 000 000 〒,2, 60, 1/3,['монолитный дом'],['2022 г.п.'],['Наурызбайский р-н']
 Ауэзова 4,40 000 000 〒,2, 48, 15/15,['монолитный дом'],['2022 г.п.'],['Алмалинский р-н']
 22-я линия 12а,32 000 000 〒,2, 42, 2/4,['кирпичный дом'],['1964 г.п.'],['Бостандыкский р-н']
 Абишева,21 500 000 〒,1, 38, 10/16,['монолитный дом'],['2022 г.п.'],['Наурызбайский р-н']
 мкр Шугыла 18,18 500 000 〒,1, 32, 7/10,['Весь дом'],['2022 г.п.'],['Наурызбайский р-н']
 Толстого 8/1,55 000 000 〒,3, 84.4, 1/3,['кирпичный дом'],['1970 г.п.'],['Турксибский р-н']
 мкр Айнабулак-3 156,21 000 000 〒,1, 42, 5/5,['кирпичный дом'],['1989 г.п.'],['Жетысуский р-н']
" мкр Орбита-1 24 — по Мустафина, пешеход",39 000 000 〒,3, 61, 1/5,['панельный дом'],['1973 г.п.'],['Бостандыкский р-н']
 Шашкина,50 000 000 〒,3, 65, 2/4,['панельный дом'],['1974 г.п.'],['Медеуский р-н']
 мкр Шугыла,23 000 000 〒,1, 48, 1/6,['монолитный дом'],['2022 г.п.'],['Наурызбайский р-н']
" 13-й микрорайон, 13-й микрорайон — Момышулы Монке би",36 000 000 〒,3, 89, 1/5,['монолитный дом'],['2018 г.п.'],['Алатауский р-н']
" мкр Коктем-1, Байтурсынова-Тимирязева — Байтурсынова-Тимирязева",40 000 000 〒,2, 40, 3/4,['кирпичный дом'],['1963 г.п.'],['Бостандыкский р-н']
 Наурызбай батыра 50 — Жибек Жолы,130 000 000 〒,4, 138.6, 5/15,['монолитный дом'],['2019 г.п.'],['Алмалинский р-н']
 Станкевича 7,21 000 000 〒,2, 38, 1/3,['кирпичный дом'],['1964 г.п.'],['Турксибский р-н']
 мкр №12 9,37 000 000 〒,3, 56, 4/4,['панельный дом'],['1969 г.п.'],['Ауэзовский р-н']
 Мкр. Атырау 158/9,41 000 000 〒,3, 83, 1/9,['монолитный дом'],['2020 г.п.'],['Медеуский р-н']
 Бегалина 7,50 000 000 〒,2, 48, 5/12,['монолитный дом'],['2020 г.п.'],['Медеуский р-н']
 мкр Тастыбулак 64 — Джандосова,20 000 000 〒,2, 50, 1/2,[],['1969 г.п.'],['Наурызбайский р-н']
 мкр Акбулак 37,45 000 000 〒,3, 87, 1/9,['монолитный дом'],['2011 г.п.'],['Алатауский р-н']
 мкр №1 73 — сайна жубанова,33 000 000 〒,3, 55, 3/4,['панельный дом'],['1968 г.п.'],['Ауэзовский р-н']
" мкр Кайрат, Сарыарка 1/2, корпус1",35 500 000 〒,2, 56.3, 3/9,['монолитный дом'],['2021 г.п.'],['Турксибский р-н']
 Шевченко 85 — Сейфуллина,42 000 000 〒,1, 37, 7/12,['монолитный дом'],['2019 г.п.'],['Алмалинский р-н']
" мкр Таусамалы, Кунаева 32 — Кунаева Ашимова",45 000 000 〒,4, 100, 2/2,['кирпичный дом'],['1987 г.п.'],['Наурызбайский р-н']
 мкр Кокжиек 42,30 000 000 〒,2, 65.5, 1/6,['монолитный дом'],['2009 г.п.'],['Жетысуский р-н']
 мкр Айнабулак-2 — Возле школы 118,42 000 000 〒,3, 60, 4/5,['панельный дом'],['1985 г.п.'],['Жетысуский р-н']
 мкр №4 19,28 000 000 〒,2, 44, 2/4,['панельный дом'],['1970 г.п.'],['Ауэзовский р-н']
 Наурызбай Батыра 26,31 500 000 〒,2, 43, 5/5,['панельный дом'],['1972 г.п.'],['Алмалинский р-н']
 радостовца 33,30 000 000 〒,2, 42, 1/5,['панельный дом'],['1977 г.п.'],['Алмалинский р-н']
 мкр Сайран 285/8,28 800 000 〒,1, 43.8, 10/10,['монолитный дом'],['2021 г.п.'],['Ауэзовский р-н']
 мкр №12 1/1 — Шаляпина-Береговой,25 500 000 〒,1, 35, 3/4,['панельный дом'],['1975 г.п.'],['Ауэзовский р-н']
 мкр Зердели (Алгабас-6) 1/153 — Момышулы,22 000 000 〒,1, 42, 9/9,['монолитный дом'],['2013 г.п.'],['Алатауский р-н']
 Тимирязева 59А — Манаса,18 000 000 〒,1, 22, 3/5,['кирпичный дом'],['1977 г.п.'],['Бостандыкский р-н']
 мкр Тастак-2 26,48 000 000 〒,4, 77.4, 5/5,['панельный дом'],['1981 г.п.'],['Алмалинский р-н']
 Жандосова — Жандосова Навои,40 000 000 〒,2, 53, 5,['монолитный дом'],['2023 г.п.'],['Бостандыкский р-н']
" мкр Тастак-2, Мкр Тастак-3 279",60 000 000 〒,1, 67, 3/9,['монолитный дом'],['2011 г.п.'],['Алмалинский р-н']
 мкр Нуркент (Алгабас-1) 5,27 000 000 〒,1, 45, 14/14,['монолитный дом'],['2017 г.п.'],['Алатауский р-н']
 проспект Достык 33 — Богенбай Батыра,51 000 000 〒,2, 62, 2/12,['монолитный дом'],['1990 г.п.'],['Медеуский р-н']
 мкр Аксай-1А 28Б,38 000 000 〒,2, 62.9, 10/10,['монолитный дом'],['2008 г.п.'],['Ауэзовский р-н']
 мкр Теректы 4/1 — Курылыс 7,21 500 000 〒,1, 33.33, 1/3,['монолитный дом'],['2023 г.п.'],['Алатауский р-н']
" мкр Кайрат, Мкр. Кайрат 153/49",38 000 000 〒,3, 89.6, 9/10,['монолитный дом'],['2022 г.п.'],['Турксибский р-н']
 мкр Алмагуль 16,38 000 000 〒,3, 55, 5/5,['панельный дом'],['1982 г.п.'],['Бостандыкский р-н']
 Мкрн алгабас ул.7 142/67 — Момышулы -монке би,14 000 000 〒,1, 26.9, 2/5,['монолитный дом'],['2023 г.п.'],['Алатауский р-н']
 мкр Жас Канат,28 000 000 〒,1, 40, 4/5,['монолитный дом'],['2018 г.п.'],['Турксибский р-н']
